id,image_path,json_path,product_name,brand,master_category,subcategory,article_type,gender,age_group,base_color,season,usage,year,pattern,material,fit,neck,sleeve,occasion,price,discounted_price,fashion_type,display_categories,description,search_text
20495,images/20495.jpg,styles/20495.json,Baggit Women Oscar Taj Brown Wallet,Baggit,Accessories,Wallets,Wallets,Women,Adults-Women,Brown,Winter,Casual,2015,Solid,,,,,,650,650,Fashion,Accessories,"Worry no longer about managing money, cards and coins in your tote bag! Organise your everyday essentials into this stylish wallet from baggit. This three-fold timeless piece is on the top of our wishlist this year. A sophisticated addition to your accessory collection, you can carry this piece in your hand or pop it into your bag. Dimensions : 19 cm x 9.5 cm Crafted from genuine leatheretteetteetteette, has a flap style three-fold opening with a magnetic button closure A velvet strip along the upper for style Six card holders, two pockets, a key holder and an id holder on the left fold One compartment, a zippered pocket and two card holders on the centre fold One pocket on the inner flap A zippered pocket on the back Care Wipe with clean, damp cloth to remove dirt","Baggit Women Oscar Taj Brown Wallet. Brand: Baggit. Category: Accessories. Subcategory: Wallets. Type: Wallets. Gender: Women. Color: Brown. Season: Winter. Usage: Casual. Pattern: Solid. Description: Worry no longer about managing money, cards and coins in your tote bag! Organise your everyday essentials into this stylish wallet from baggit. This three-fold timeless piece is on the top of our wishlist this year. A sophisticated addition to your accessory collection, you can carry this piece in your hand or pop it into your bag. Dimensions : 19 cm x 9.5 cm Crafted from genuine leatheretteetteetteette, has a flap style three-fold opening with a magnetic button closure A velvet strip along the upper for style Six card holders, two pockets, a key holder and an id holder on the left fold One co"
20617,images/20617.jpg,styles/20617.json,Baggit Women Chika Hoor Brown Mobile Pouch,Baggit,Accessories,Bags,Mobile Pouch,Women,Adults-Women,Brown,Winter,Casual,2015,,,,,,,750,750,Fashion,,"Worry no longer about managing money, cards, mobile phone and coins in your tote bag! Organise your everyday essentials into this stylish mobile pouch from baggit. This timeless piece is on the top of our wishlist this year. A sophisticated addition to your accessory collection, you can carry this piece in your hand or convert it to a sling bag with the detachable shoulder strap. Dimensions: 17 cm x 11 cm Created from crushed velvet and synthetic overlays Front pocket with a flap and magnetic button closure A flap with a magnetic closure on the flap of the pocket, opens to the main compartments Two main compartments with a zippered pocket in between A zippered pocket at the back Care Wipe with clean, damp cloth to remove dirt","Baggit Women Chika Hoor Brown Mobile Pouch. Brand: Baggit. Category: Accessories. Subcategory: Bags. Type: Mobile Pouch. Gender: Women. Color: Brown. Season: Winter. Usage: Casual. Description: Worry no longer about managing money, cards, mobile phone and coins in your tote bag! Organise your everyday essentials into this stylish mobile pouch from baggit. This timeless piece is on the top of our wishlist this year. A sophisticated addition to your accessory collection, you can carry this piece in your hand or convert it to a sling bag with the detachable shoulder strap. Dimensions: 17 cm x 11 cm Created from crushed velvet and synthetic overlays Front pocket with a flap and magnetic button closure A flap with a magnetic closure on the flap of the pocket, opens to the main compartment"
20765,images/20765.jpg,styles/20765.json,Carlton London Women Classy Silver Sandals,Carlton London,Footwear,Shoes,Flats,Women,Adults-Women,Silver,Fall,Casual,2011,,,,,,,1795,1795,Fashion,Footwear,"The perfect way to complement your ethno-western wear is to slip into these classy sandals from carlton london. The crystal embellishments on the forefoot strap makes this a fab addition to your party wardrobe. Heel : 3"" Upper Synthetic forefoot straps with crystal embellishments Raw silk footbed with a synthetic leather patch Outsole TPR outsole with grooves on the forefoot for grip Pencil heel for style Sandal care Wipe surface with a clean, dry cloth to remove dust Do not store in direct sunlight","Carlton London Women Classy Silver Sandals. Brand: Carlton London. Category: Footwear. Subcategory: Shoes. Type: Flats. Gender: Women. Color: Silver. Season: Fall. Usage: Casual. Description: The perfect way to complement your ethno-western wear is to slip into these classy sandals from carlton london. The crystal embellishments on the forefoot strap makes this a fab addition to your party wardrobe. Heel : 3"" Upper Synthetic forefoot straps with crystal embellishments Raw silk footbed with a synthetic leather patch Outsole TPR outsole with grooves on the forefoot for grip Pencil heel for style Sandal care Wipe surface with a clean, dry cloth to remove dust Do not store in direct sunlight"
20788,images/20788.jpg,styles/20788.json,Genesis Men Solid Maroon Sweater,Genesis,Apparel,Topwear,Sweaters,Men,Adults-Men,Maroon,Fall,Casual,2011,,,,,,,1099,1099,Fashion,"Casual Wear,Winterwear","Composition Maroon sleeveless vest made of 100% cotton, has a ribbed V-neck and armholes, navy blue stripes on the chest and a ribbed hemline Fit Regular Wash care Machine wash separately in cold water using a mild detergent Do not bleach or soak Dry inside out in shade Warm iron; Do not iron on decorations Enjoy the chilly weather this winter in this maroon sleeveless vest from genesis. The ribbed V-neck and armholes add to your masculine look, while the soft cotton fabric keeps you warm and comfortable all day long. Team this with a shirt, jeans and leather slip-ons. Model statistics Product is a size M on a model of height-6 and Shoulders-18""","Genesis Men Solid Maroon Sweater. Brand: Genesis. Category: Apparel. Subcategory: Topwear. Type: Sweaters. Gender: Men. Color: Maroon. Season: Fall. Usage: Casual. Description: Composition Maroon sleeveless vest made of 100% cotton, has a ribbed V-neck and armholes, navy blue stripes on the chest and a ribbed hemline Fit Regular Wash care Machine wash separately in cold water using a mild detergent Do not bleach or soak Dry inside out in shade Warm iron; Do not iron on decorations Enjoy the chilly weather this winter in this maroon sleeveless vest from genesis. The ribbed V-neck and armholes add to your masculine look, while the soft cotton fabric keeps you warm and comfortable all day long. Team this with a shirt, jeans and leather slip-ons. Model statistics Product"
20793,images/20793.jpg,styles/20793.json,Basics Men Beige Jacket,Basics,Apparel,Topwear,Jackets,Men,Adults-Men,Beige,Fall,Casual,2011,Solid,Cotton,,,Long Sleeves,Casual,3799,3799,Fashion,"Casual Wear,Winterwear","Composition Brown jacket made of 100% cotton, has full sleeves with a single press button closure, a mock collar, zippered front placket with a full zipper closure and a press button covering, two patch pockets on the chest with press button closures, two insert pockets and two zippered pockets on the sides, adjustable loop buckles on the sides and collar and stitch detailing Fit Regular Wash care Gentle machine wash with cold water Wash dark colours separately Do not bleach, iron or wring Dry in shade This jacket from basics is the perfect piece for winter versatility. Pair it with jeans and suede shoes, or wear unbuttoned with a monochrome shirt and form fitting jeans. Ankle high boots look best with this piece. Model statistics The product is a a size M on a model of height 6' and shoulders 18&rdquo;","Basics Men Beige Jacket. Brand: Basics. Category: Apparel. Subcategory: Topwear. Type: Jackets. Gender: Men. Color: Beige. Season: Fall. Usage: Casual. Pattern: Solid. Material: Cotton. Occasion: Casual. Description: Composition Brown jacket made of 100% cotton, has full sleeves with a single press button closure, a mock collar, zippered front placket with a full zipper closure and a press button covering, two patch pockets on the chest with press button closures, two insert pockets and two zippered pockets on the sides, adjustable loop buckles on the sides and collar and stitch detailing Fit Regular Wash care Gentle machine wash with cold water Wash dark colours separately Do not bleach, iron or wring Dry in shade This jacket from basics is the perfect piece for winter versatility. Pair it with jeans and "
20909,images/20909.jpg,styles/20909.json,Catwalk Women Casual Bronze Heels,Catwalk,Footwear,Shoes,Heels,Women,Adults-Women,Bronze,Winter,Casual,2015,,,,,,Casual,1395,1395,Fashion,Footwear,"Simple and elegant, these sandals from catwalk emphasize minimalistic class. For those who are not fans of over the top embellishments in their ethnic ensembles, this pair is the right foot-style choice. Wear this with a simple light hued churidhar for maximum impact. Upper Thong style straps made of synthetic leather with a toe separator Mango shaped embellishment on the axis of the sandal Ergonomically designed footbed with mild cushioning for comfort Outsole TPU outsole with short heels for better support shoe care Wipe surface with soft, clean cloth to remove dust Do not machine wash or use a drier Do not store in direct sunlight","Catwalk Women Casual Bronze Heels. Brand: Catwalk. Category: Footwear. Subcategory: Shoes. Type: Heels. Gender: Women. Color: Bronze. Season: Winter. Usage: Casual. Occasion: Casual. Description: Simple and elegant, these sandals from catwalk emphasize minimalistic class. For those who are not fans of over the top embellishments in their ethnic ensembles, this pair is the right foot-style choice. Wear this with a simple light hued churidhar for maximum impact. Upper Thong style straps made of synthetic leather with a toe separator Mango shaped embellishment on the axis of the sandal Ergonomically designed footbed with mild cushioning for comfort Outsole TPU outsole with short heels for better support shoe care Wipe surface with soft, clean cloth to remove dust Do not machine wash or us"
20994,images/20994.jpg,styles/20994.json,Fastrack Women Leatherette Purple Belt,Fastrack,Accessories,Belts,Belts,Women,Adults-Women,Purple,Winter,Casual,2016,,,,,,,395,276,Fashion,Accessories,"An all-time favourite accessory, belts form an integral part of dressing - be it to secure your trousers, or act as a styling detail to your outfit. This Leatherette belt from fastrack is set to pump up your style and add zing to your attire. Made of Leatherette for durability and style Metal studs after the loop and the holes for increasing the smartness quotient Tang clasp to offer a snug Fit and to hold the belt in place Holes to customise fit Brand name embossed on the inside of the belt Care Use a brass polisher to maintain buckle shine Wipe surface with a clean, dry cloth to remove dust","Fastrack Women Leatherette Purple Belt. Brand: Fastrack. Category: Accessories. Subcategory: Belts. Type: Belts. Gender: Women. Color: Purple. Season: Winter. Usage: Casual. Description: An all-time favourite accessory, belts form an integral part of dressing - be it to secure your trousers, or act as a styling detail to your outfit. This Leatherette belt from fastrack is set to pump up your style and add zing to your attire. Made of Leatherette for durability and style Metal studs after the loop and the holes for increasing the smartness quotient Tang clasp to offer a snug Fit and to hold the belt in place Holes to customise fit Brand name embossed on the inside of the belt Care Use a brass polisher to maintain buckle shine Wipe surface with a clean, dry cloth to remove dust"
21156,images/21156.jpg,styles/21156.json,s.Oliver Women White Striped Shirt,s.Oliver,Apparel,Topwear,Shirts,Women,Adults-Women,Grey,Fall,Casual,2011,Striped,,Regular Fit,,Short Sleeves,Casual,1599,1599,Fashion,Casual Wear,"White based shirt with dark grey stripes and top stitch detailing, has a cut away collar open in front, yoke at the back with tuck detailing and pleats, tuck detailing at shoulders, short puffed sleeves with button closure, patch pocket with pleats and embroidered branding on left chest, full button placket and a vented and curved hem","s.Oliver Women White Striped Shirt. Brand: s.Oliver. Category: Apparel. Subcategory: Topwear. Type: Shirts. Gender: Women. Color: Grey. Season: Fall. Usage: Casual. Pattern: Striped. Fit: Regular Fit. Occasion: Casual. Description: White based shirt with dark grey stripes and top stitch detailing, has a cut away collar open in front, yoke at the back with tuck detailing and pleats, tuck detailing at shoulders, short puffed sleeves with button closure, patch pocket with pleats and embroidered branding on left chest, full button placket and a vented and curved hem"
21217,images/21217.jpg,styles/21217.json,Quiksilver Men White Echo Script Flip Flops,Quiksilver,Footwear,Flip Flops,Flip Flops,Men,Adults-Men,White,Summer,Casual,2012,,,,,,,1095,1095,Fashion,Footwear,"Nail that carefully careless look with these funky slippers from Quicksilver. While the footbed massages your feet whenever you walk, the thong straps sit comfortably on the upper of your foot, pampering your feet. Upper Rubber thong straps with stitch detailing for snug Fit Rubber toe separator to support the foot Brand mark on thong straps Rubber footbed with printed branding for constant massaging of the foot Outsole TPU outsole with patterned grooves for greater grip and stability Flip flop care Wipe off dirt with a moist cloth Do not machine wash","Quiksilver Men White Echo Script Flip Flops. Brand: Quiksilver. Category: Footwear. Subcategory: Flip Flops. Type: Flip Flops. Gender: Men. Color: White. Season: Summer. Usage: Casual. Description: Nail that carefully careless look with these funky slippers from Quicksilver. While the footbed massages your feet whenever you walk, the thong straps sit comfortably on the upper of your foot, pampering your feet. Upper Rubber thong straps with stitch detailing for snug Fit Rubber toe separator to support the foot Brand mark on thong straps Rubber footbed with printed branding for constant massaging of the foot Outsole TPU outsole with patterned grooves for greater grip and stability Flip flop care Wipe off dirt with a moist cloth Do not machine wash"
21240,images/21240.jpg,styles/21240.json,Manchester United Men Black Deo,Manchester United,Personal Care,Fragrance,Deodorant,Men,Adults-Men,Black,Spring,Casual,2017,,,,,,,189,189,Core,Accessories,"Now you can support you favourite team with you scent as well as your jersey! This deodorant from manchester united has a great fragrance which is sure to turn all the girl's heads! The deodorant comes in a cylindrical bottle. Quantity : 150 ml Caution Flammable Keep away from sources of ignition Keep away from children Do not use near fire, flame or heat Avoid spraying near the eyes","Manchester United Men Black Deo. Brand: Manchester United. Category: Personal Care. Subcategory: Fragrance. Type: Deodorant. Gender: Men. Color: Black. Season: Spring. Usage: Casual. Description: Now you can support you favourite team with you scent as well as your jersey! This deodorant from manchester united has a great fragrance which is sure to turn all the girl's heads! The deodorant comes in a cylindrical bottle. Quantity : 150 ml Caution Flammable Keep away from sources of ignition Keep away from children Do not use near fire, flame or heat Avoid spraying near the eyes"
21245,images/21245.jpg,styles/21245.json,Footloose Unisex City Of Joy Laptop Green Backpack,FOOTLOOSE,Accessories,Bags,Backpacks,Unisex,Adults-Unisex,Green,Fall,Casual,2011,,,,,,,1450,1232,Fashion,Accessories,"If you want to possess a trendy and stylish look, just have a glance over the range of classy footloose backpacks. Innovative design, graceful colours and high grade fabrics are some relevant qualities of these bags. They are known for their extreme quality features which include flawless finishing, low price rates, enough space, light weight, trendy style and supreme quality fabric. Height : 48 cm Width : 34 cm Depth : 16 cm Warranty : 1 year Made of 600 d PU fabric for enhanced durability Two roomy zippered compartments one with a laptop chamber One zippered pocket on the front with an asymmetric opening and organizer pouches to hold your essentials One zippered pocket at the back for enhanced space Brand name in embroidered on the front and printed on the strap Brand badge appliqu&eacute; d on the side Padded, adjustable shoulder straps with mesh under the straps that ensure ventilation and distribute weight evenly and protect the shoulders and back from injuries Ergonomic design to Fit along the torso comfortably Branded zippers and sliders for easy use Care Do not machine wash Rub surface with dry clean cloth to remove dust and dirt","Footloose Unisex City Of Joy Laptop Green Backpack. Brand: FOOTLOOSE. Category: Accessories. Subcategory: Bags. Type: Backpacks. Gender: Unisex. Color: Green. Season: Fall. Usage: Casual. Description: If you want to possess a trendy and stylish look, just have a glance over the range of classy footloose backpacks. Innovative design, graceful colours and high grade fabrics are some relevant qualities of these bags. They are known for their extreme quality features which include flawless finishing, low price rates, enough space, light weight, trendy style and supreme quality fabric. Height : 48 cm Width : 34 cm Depth : 16 cm Warranty : 1 year Made of 600 d PU fabric for enhanced durability Two roomy zippered compartments one with a laptop chamber One zippered pocket on the front with an asymm"
21364,images/21364.jpg,styles/21364.json,Regent Polo Club Men White T-shirt,Regent Polo Club,Apparel,Topwear,Tshirts,Men,Adults-Men,White,Fall,Casual,2011,Solid,Cotton,Regular Fit,Polo Collar,Short Sleeves,,699,699,Fashion,Casual Wear,"Composition White polo t-shirt made of 100% cotton, has a ribbed collar, short sleeves with ribbed cuffs,half buttoned placket, contrast panel stitch on the midriff, embroidery on the chest and a vented hem Fit Regular Wash care only hand wash in cold water using a mild detergent Wash dark colours separately Do not bleach, wring or tumble dry Flat dry in shade Mild iron, and do not iron on print/embellishment/embroidery Wear your brand with style with this polo neck t-shirt from regent polo club &amp;ndash the one-stop shop for polo tees. The short sleeves sit snugly on your well-toned arms, while the cotton fabric keeps you fresh and comfortable all day. Team this with jeans and sports shoes for that perfect semi-formal look. Model statistics The product is a size M on a model of height 6' and shoulders 18&amp;rdquo","Regent Polo Club Men White T-shirt. Brand: Regent Polo Club. Category: Apparel. Subcategory: Topwear. Type: Tshirts. Gender: Men. Color: White. Season: Fall. Usage: Casual. Pattern: Solid. Material: Cotton. Fit: Regular Fit. Description: Composition White polo t-shirt made of 100% cotton, has a ribbed collar, short sleeves with ribbed cuffs,half buttoned placket, contrast panel stitch on the midriff, embroidery on the chest and a vented hem Fit Regular Wash care only hand wash in cold water using a mild detergent Wash dark colours separately Do not bleach, wring or tumble dry Flat dry in shade Mild iron, and do not iron on print/embellishment/embroidery Wear your brand with style with this polo neck t-shirt from regent polo club &amp;ndash the one-stop shop for polo tees. The short sleeves sit snugly on your well-toned arms, w"
21418,images/21418.jpg,styles/21418.json,Roxy Women Pink Top,roxy,Apparel,Topwear,Tops,Women,Adults-Women,Pink,Winter,Casual,2012,Printed,Blended,,Strapless,No Sleeves,Casual,1295,1295,Fashion,Casual Wear,"Composition Pink printed top with bead detailing on the straps Fit Regular Wash care Gentle machine wash with like colours in lukewarm water at 40 degrees Do not bleach Do not tumble dry Cool iron Do not dry clean Stylish and bright - that's the USP of the label roxy. The metallic colour on this top adds style to this super soft tee. Team it with jeans, capris or shorts , and look great. Model statistics The product is a size M on a model of height 5'8"" and chest 33""","Roxy Women Pink Top. Brand: roxy. Category: Apparel. Subcategory: Topwear. Type: Tops. Gender: Women. Color: Pink. Season: Winter. Usage: Casual. Pattern: Printed. Material: Blended. Occasion: Casual. Description: Composition Pink printed top with bead detailing on the straps Fit Regular Wash care Gentle machine wash with like colours in lukewarm water at 40 degrees Do not bleach Do not tumble dry Cool iron Do not dry clean Stylish and bright - that's the USP of the label roxy. The metallic colour on this top adds style to this super soft tee. Team it with jeans, capris or shorts , and look great. Model statistics The product is a size M on a model of height 5'8"" and chest 33"""
21485,images/21485.jpg,styles/21485.json,Kiara Women Buckel Green Handbag,KIARA,Accessories,Bags,Handbags,Women,Adults-Women,Green,Winter,Casual,2015,Self Design,,,,,Casual,950,950,Fashion,Accessories,"A practical and stylish choice of bag in lime green from kiara.&nbsp; Extra roomy and comfortable to carry, the leather effect fabric and stylish buckle will give a sophisticated look to any outfit. Height : 24cm Width : 37cm Depth : 7cm Made of synthetic leather for durability Has one large main zipped compartment with two internal zipped pockets and organiser pockets One shoulder strap attached to bag with decorative metal loops Two zipped pockets on front, two on sides and one on back Chunky metal zip pulls for style and easy of use Decorative buckle at front Care Wipe surface with a damp, clean cloth to remove dust","Kiara Women Buckel Green Handbag. Brand: KIARA. Category: Accessories. Subcategory: Bags. Type: Handbags. Gender: Women. Color: Green. Season: Winter. Usage: Casual. Pattern: Self Design. Occasion: Casual. Description: A practical and stylish choice of bag in lime green from kiara.&nbsp; Extra roomy and comfortable to carry, the leather effect fabric and stylish buckle will give a sophisticated look to any outfit. Height : 24cm Width : 37cm Depth : 7cm Made of synthetic leather for durability Has one large main zipped compartment with two internal zipped pockets and organiser pockets One shoulder strap attached to bag with decorative metal loops Two zipped pockets on front, two on sides and one on back Chunky metal zip pulls for style and easy of use Decorative buckle at front Care Wipe surface with a damp, "
21584,images/21584.jpg,styles/21584.json,Locomotive Men Washed Blue Jeans,LOCOMOTIVE,Apparel,Bottomwear,Jeans,Men,Adults-Men,Blue,Summer,Casual,2011,,Cotton,Slim Fit,,,,1364,545,Fashion,"Casual Wear,Sale","Composition Blue cotton jeans, has two side pockets with stitch detailing, two folded patch pockets on the back, zipper fly and button closure, and belt loops on the waist Fit Slim Wash care Machine wash in warm water with like colours only, using a mild detergent Do not bleach Dry in shade Warm iron Take edgy rugged dressing to the next level in these jeans from locomotive. Perfect for casual outings, this pair looks great with a grunge tee, jacket and leather boots. Model statistics The product is of length 41.5"" on a model of height 6' and waist 33""","Locomotive Men Washed Blue Jeans. Brand: LOCOMOTIVE. Category: Apparel. Subcategory: Bottomwear. Type: Jeans. Gender: Men. Color: Blue. Season: Summer. Usage: Casual. Material: Cotton. Fit: Slim Fit. Description: Composition Blue cotton jeans, has two side pockets with stitch detailing, two folded patch pockets on the back, zipper fly and button closure, and belt loops on the waist Fit Slim Wash care Machine wash in warm water with like colours only, using a mild detergent Do not bleach Dry in shade Warm iron Take edgy rugged dressing to the next level in these jeans from locomotive. Perfect for casual outings, this pair looks great with a grunge tee, jacket and leather boots. Model statistics The product is of length 41.5"" on a model of height 6' and waist 33"""
21587,images/21587.jpg,styles/21587.json,Spykar Men Washed Blue Jeans,SPYKAR,Apparel,Bottomwear,Jeans,Men,Adults-Men,Blue,Fall,Casual,2011,,Cotton,Slim Fit,,,,2299,2299,Fashion,Casual Wear,"Composition Washed blue cotton jeans, has two side pockets, two ruched patch pockets on the back with stitch detailing, creased touch on the thighs, zipper fly and button closure, and belt loops on the waist Fit Slim Wash care Machine wash in warm water with like colours only, using a mild detergent Do not bleach Dry in shade Warm iron Take edgy rugged dressing to the next level in these blue jeans from spykar. Perfect for casual outings, this pair looks great with grunge tees and leather boots. Model statistics The product is of length 41.5"" on a model of height 6'1"" and waist 31""","Spykar Men Washed Blue Jeans. Brand: SPYKAR. Category: Apparel. Subcategory: Bottomwear. Type: Jeans. Gender: Men. Color: Blue. Season: Fall. Usage: Casual. Material: Cotton. Fit: Slim Fit. Description: Composition Washed blue cotton jeans, has two side pockets, two ruched patch pockets on the back with stitch detailing, creased touch on the thighs, zipper fly and button closure, and belt loops on the waist Fit Slim Wash care Machine wash in warm water with like colours only, using a mild detergent Do not bleach Dry in shade Warm iron Take edgy rugged dressing to the next level in these blue jeans from spykar. Perfect for casual outings, this pair looks great with grunge tees and leather boots. Model statistics The product is of length 41.5"" on a model of height 6'1"" and waist 31"""
21725,images/21725.jpg,styles/21725.json,ADIDAS Men Navy Blue Sweatshirt,ADIDAS,Apparel,Topwear,Sweatshirts,Men,Adults-Men,Navy Blue,Fall,Casual,2011,Solid,Cotton,,,Long Sleeves,Casual,1299,1299,Fashion,"Casual Wear,Winterwear","Navy blue hooded sweatshirt, has drawstrings for the hood, long raglan sleeves with ribbed cuffs, two pockets on the front, rubber print on the chest and a ribbed hem","ADIDAS Men Navy Blue Sweatshirt. Brand: ADIDAS. Category: Apparel. Subcategory: Topwear. Type: Sweatshirts. Gender: Men. Color: Navy Blue. Season: Fall. Usage: Casual. Pattern: Solid. Material: Cotton. Occasion: Casual. Description: Navy blue hooded sweatshirt, has drawstrings for the hood, long raglan sleeves with ribbed cuffs, two pockets on the front, rubber print on the chest and a ribbed hem"
21882,images/21882.jpg,styles/21882.json,BIBA OUTLET Women Printed Navy Blue Kaftan Top,Biba,Apparel,Topwear,Tunics,Women,Adults-Women,Blue,Fall,Ethnic,2011,,Cotton,,,Short Sleeves,Casual,1299,1299,Fashion,,"Composition Navy blue printed kaftan top made of 100% cotton, has a V-neck with embroidery and sequin detailing, ruched at the empire waist and has pink piping along the armholes to the hem Fit Regular Wash care Wash separately in cold water Do not bleach Dry in shade Medium to hot iron Designed to celebrate womanhood in all its facets, this kaftan top from biba is inspired by traditional Indian print and dye arts that make it a special wardrobe favourite. The soft cotton fabric offers exemplary comfort, while the ruching at the empire waist ensures a perfect fit. Team it with leggings or denims, chunky accessories and mojris. Model statistics The product is a size M on a model of height 5'7"" and chest 32""","BIBA OUTLET Women Printed Navy Blue Kaftan Top. Brand: Biba. Category: Apparel. Subcategory: Topwear. Type: Tunics. Gender: Women. Color: Blue. Season: Fall. Usage: Ethnic. Material: Cotton. Occasion: Casual. Description: Composition Navy blue printed kaftan top made of 100% cotton, has a V-neck with embroidery and sequin detailing, ruched at the empire waist and has pink piping along the armholes to the hem Fit Regular Wash care Wash separately in cold water Do not bleach Dry in shade Medium to hot iron Designed to celebrate womanhood in all its facets, this kaftan top from biba is inspired by traditional Indian print and dye arts that make it a special wardrobe favourite. The soft cotton fabric offers exemplary comfort, while the ruching at the empire waist ensures a perfect fit. Team it with leggings or deni"
21885,images/21885.jpg,styles/21885.json,BIBA Women Printed Green Kurta,Biba,Apparel,Topwear,Kurtas,Women,Adults-Women,Green,Fall,Ethnic,2011,,,,,,,799,799,Fashion,Ethnic Wear,"Composition Green round neck kurta made of 100% cotton, has a slit neckline, three quarter sleeves, sequin detailing and panel stitch along the neckline, ethnic floral print and a vented hem Fit Regular Wash care Wash separately in cold water Do not bleach Dry in shade Medium to hot iron Classic patterning on contemporary styles by biba is inspired by traditional Indian print and dye arts that make it a special wardrobe favourite. Timelessly chic, this piece will never go out of style. Wear it with tonal leggings and pumps for ethnic glam or with form fitting denims and flats for a casual do. Model statistics The product is a size M on a model of height 5'8"" and chest 33""","BIBA Women Printed Green Kurta. Brand: Biba. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Green. Season: Fall. Usage: Ethnic. Description: Composition Green round neck kurta made of 100% cotton, has a slit neckline, three quarter sleeves, sequin detailing and panel stitch along the neckline, ethnic floral print and a vented hem Fit Regular Wash care Wash separately in cold water Do not bleach Dry in shade Medium to hot iron Classic patterning on contemporary styles by biba is inspired by traditional Indian print and dye arts that make it a special wardrobe favourite. Timelessly chic, this piece will never go out of style. Wear it with tonal leggings and pumps for ethnic glam or with form fitting denims and flats for a casual do. "
21892,images/21892.jpg,styles/21892.json,BIBA Women Printed Purple Kurta,Biba,Apparel,Topwear,Kurtas,Women,Adults-Women,Purple,Fall,Ethnic,2011,,,,,,,899,899,Fashion,Ethnic Wear,"Composition Purple mix-and-match printed kurta made of 100% cotton, has a round slit neck, mock button placket with sequin detailing, red piping along the neck and placket, three-quarter sleeves and a vented hem Fit Regular Wash care Wash separately in cold water Do not bleach Dry in shade Medium to hot iron Designed to celebrate womanhood in all its facets, this kurta from biba is inspired by traditional Indian print and dye arts that make it a special wardrobe favourite. The soft cotton fabric offers exemplary comfort, while the mix-and-match print adds zing to the garment. Team it with leggings or pyjamas, chunky accessories and heeled sandals. Model statistics The product is a size M on a model of height 5'7"" and chest 32""","BIBA Women Printed Purple Kurta. Brand: Biba. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Purple. Season: Fall. Usage: Ethnic. Description: Composition Purple mix-and-match printed kurta made of 100% cotton, has a round slit neck, mock button placket with sequin detailing, red piping along the neck and placket, three-quarter sleeves and a vented hem Fit Regular Wash care Wash separately in cold water Do not bleach Dry in shade Medium to hot iron Designed to celebrate womanhood in all its facets, this kurta from biba is inspired by traditional Indian print and dye arts that make it a special wardrobe favourite. The soft cotton fabric offers exemplary comfort, while the mix-and-match print adds zing to the garment. Team it with legg"
21911,images/21911.jpg,styles/21911.json,Biba Women Pink & Brown Printed Churidar Kurta with Dupatta,Biba,Apparel,Apparel Set,Kurta Sets,Women,Adults-Women,Pink,Fall,Ethnic,2011,,,,V-Neck,Short Sleeves,Daily,1599,1599,Fashion,Ethnic Wear,"Pink and black printed churidar kurta with dupatta Pink printed kurta, has a V-neck, sequin detailing along the neckline, short sleeves, has piping along the sleeve cuffs and a vented hem Brown churidar, has a waistband with a drawstring and is mildly pleated below the waist Brown and pink printed dupatta","Biba Women Pink & Brown Printed Churidar Kurta with Dupatta. Brand: Biba. Category: Apparel. Subcategory: Apparel Set. Type: Kurta Sets. Gender: Women. Color: Pink. Season: Fall. Usage: Ethnic. Occasion: Daily. Description: Pink and black printed churidar kurta with dupatta Pink printed kurta, has a V-neck, sequin detailing along the neckline, short sleeves, has piping along the sleeve cuffs and a vented hem Brown churidar, has a waistband with a drawstring and is mildly pleated below the waist Brown and pink printed dupatta"
21915,images/21915.jpg,styles/21915.json,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta,Biba,Apparel,Apparel Set,Kurta Sets,Women,Adults-Women,Orange,Fall,Ethnic,2011,,,,Round Neck,Short Sleeves,Daily,1699,1699,Fashion,Ethnic Wear,"Orange and purple printed churidar kurta with dupatta Orange printed kurta, has a round neck with a buttoned chest placket, and pink and purple piping along the neck and hems of the short sleeves Purple churidar, has a broad waistband with a drawstring and is mildly pleated below the waist Pink and orange printed dupatta","Biba Women Orange & Purple Printed Churidar Kurta with Dupatta. Brand: Biba. Category: Apparel. Subcategory: Apparel Set. Type: Kurta Sets. Gender: Women. Color: Orange. Season: Fall. Usage: Ethnic. Occasion: Daily. Description: Orange and purple printed churidar kurta with dupatta Orange printed kurta, has a round neck with a buttoned chest placket, and pink and purple piping along the neck and hems of the short sleeves Purple churidar, has a broad waistband with a drawstring and is mildly pleated below the waist Pink and orange printed dupatta"
